Boylam;Enlem;PGA_2%;PGA_10%;PGA_50%;PGA_68%;SS_2%;SS_10%;SS_50%;SS_68%;S1_2%;S1_10%;S1_50%;S1_68%;PGV_2%;PGV_10%;PGV_50%;PGV_68%
40.05;40.75;0.402;0.2;0.064;0.041;0.959;0.465;0.15;0.093;0.227;0.128;0.054;0.038;20.538;11.166;4.547;3.152
40.05;40.85;0.414;0.206;0.064;0.04;0.989;0.479;0.148;0.09;0.225;0.125;0.052;0.036;20.726;11.087;4.396;3.017
40.05;40.95;0.425;0.21;0.062;0.038;1.016;0.488;0.145;0.086;0.224;0.123;0.049;0.034;21.031;11.031;4.237;2.883
40.05;41.05;0.412;0.199;0.058;0.036;0.979;0.461;0.133;0.08;0.221;0.119;0.046;0.032;20.619;10.622;4.01;2.732
40.05;41.15;0.309;0.16;0.052;0.033;0.749;0.375;0.118;0.075;0.206;0.111;0.043;0.03;17.568;9.444;3.694;2.515
40.05;41.25;0.312;0.151;0.047;0.03;0.753;0.351;0.107;0.068;0.217;0.111;0.041;0.028;18.751;9.386;3.413;2.332
40.05;41.35;0.406;0.17;0.044;0.028;0.984;0.397;0.099;0.063;0.259;0.117;0.039;0.026;23.926;10.449;3.215;2.177
40.05;41.45;0.627;0.218;0.041;0.027;1.535;0.5;0.092;0.059;0.368;0.133;0.035;0.023;36.786;12.816;2.962;1.99
40.05;41.55;0.694;0.223;0.039;0.025;1.667;0.51;0.087;0.056;0.422;0.132;0.032;0.021;42.823;13.011;2.709;1.794
40.05;41.65;0.415;0.163;0.037;0.023;1.001;0.376;0.082;0.053;0.264;0.101;0.027;0.018;25.39;9.461;2.35;1.578
40.05;41.75;0.286;0.13;0.035;0.022;0.678;0.296;0.079;0.051;0.194;0.085;0.026;0.017;17.318;7.636;2.237;1.508
40.05;41.85;0.24;0.114;0.034;0.022;0.566;0.259;0.077;0.051;0.167;0.078;0.025;0.017;14.462;6.773;2.196;1.495
40.15;35.95;0.253;0.117;0.032;0.02;0.58;0.258;0.072;0.044;0.124;0.054;0.016;0.01;11.699;5.144;1.538;1.006
40.15;36.05;0.256;0.118;0.033;0.02;0.588;0.261;0.074;0.045;0.122;0.054;0.016;0.01;11.578;5.116;1.567;1.031
40.15;36.15;0.253;0.117;0.033;0.02;0.581;0.259;0.074;0.045;0.12;0.054;0.016;0.011;11.355;5.027;1.573;1.043
40.15;36.25;0.25;0.115;0.032;0.02;0.573;0.254;0.072;0.044;0.118;0.053;0.016;0.011;11.11;4.92;1.561;1.043
40.15;36.35;0.241;0.111;0.031;0.019;0.552;0.243;0.069;0.043;0.114;0.052;0.016;0.011;10.694;4.762;1.536;1.033
40.15;36.45;0.224;0.103;0.029;0.018;0.507;0.226;0.064;0.041;0.11;0.051;0.017;0.011;10.008;4.556;1.526;1.04
40.15;36.55;0.201;0.093;0.027;0.017;0.452;0.205;0.06;0.039;0.106;0.051;0.017;0.012;9.263;4.352;1.524;1.054
40.15;36.65;0.184;0.086;0.026;0.017;0.412;0.187;0.057;0.038;0.105;0.052;0.019;0.013;8.928;4.325;1.58;1.107
40.15;36.75;0.173;0.081;0.026;0.017;0.388;0.175;0.056;0.038;0.109;0.055;0.021;0.014;9.005;4.492;1.708;1.213
40.15;36.85;0.166;0.078;0.027;0.019;0.37;0.168;0.058;0.041;0.12;0.065;0.026;0.018;9.67;5.121;2.072;1.488
40.15;36.95;0.161;0.076;0.028;0.02;0.357;0.164;0.06;0.043;0.127;0.07;0.028;0.02;10.146;5.482;2.251;1.622
40.15;37.05;0.158;0.076;0.029;0.021;0.351;0.164;0.062;0.045;0.134;0.075;0.03;0.021;10.604;5.796;2.415;1.747
40.15;37.15;0.158;0.077;0.031;0.022;0.351;0.168;0.066;0.048;0.142;0.079;0.033;0.023;11.103;6.155;2.622;1.911
40.15;37.25;0.16;0.08;0.033;0.024;0.358;0.174;0.071;0.052;0.149;0.084;0.035;0.025;11.652;6.535;2.798;2.017
40.15;37.35;0.165;0.084;0.035;0.026;0.371;0.185;0.076;0.056;0.157;0.089;0.038;0.027;12.274;6.959;2.964;2.13
40.15;37.45;0.173;0.09;0.038;0.028;0.392;0.199;0.082;0.06;0.165;0.095;0.04;0.028;12.98;7.437;3.156;2.266
40.15;37.55;0.184;0.098;0.041;0.03;0.42;0.217;0.09;0.065;0.175;0.102;0.042;0.03;13.815;7.913;3.389;2.436
40.15;37.65;0.198;0.107;0.045;0.033;0.454;0.237;0.1;0.073;0.186;0.108;0.046;0.032;14.768;8.478;3.705;2.671
40.15;37.75;0.215;0.117;0.051;0.037;0.496;0.263;0.111;0.08;0.201;0.117;0.051;0.036;15.847;9.201;4.007;2.864
40.15;37.85;0.235;0.13;0.056;0.041;0.546;0.294;0.123;0.089;0.214;0.125;0.055;0.039;17.009;9.94;4.303;3.079
40.15;37.95;0.262;0.147;0.063;0.046;0.608;0.33;0.142;0.104;0.23;0.135;0.058;0.041;18.424;10.737;4.673;3.363
40.15;38.05;0.3;0.168;0.074;0.054;0.699;0.383;0.163;0.118;0.251;0.147;0.063;0.045;20.439;11.763;5.223;3.778
40.15;38.15;0.356;0.201;0.086;0.063;0.842;0.459;0.199;0.147;0.282;0.162;0.07;0.05;23.144;13.238;5.781;4.171
40.15;38.25;0.457;0.253;0.109;0.08;1.1;0.59;0.248;0.183;0.322;0.182;0.078;0.055;27.599;15.498;6.721;4.911
40.15;38.35;0.557;0.312;0.134;0.1;1.361;0.737;0.309;0.227;0.379;0.211;0.087;0.061;33.266;18.498;7.861;5.656
40.15;38.45;0.712;0.391;0.161;0.116;1.774;0.933;0.374;0.272;0.488;0.257;0.1;0.068;44.547;23.556;9.122;6.324
40.15;38.55;1.018;0.538;0.2;0.137;2.518;1.286;0.46;0.315;0.676;0.334;0.115;0.075;63.335;32.329;11.069;7.227
40.15;38.65;1.057;0.599;0.229;0.151;2.665;1.468;0.544;0.347;0.734;0.383;0.133;0.081;67.846;36.985;13.123;7.938
40.15;38.75;1.161;0.667;0.265;0.159;2.926;1.623;0.618;0.37;0.818;0.428;0.152;0.086;83.14;47.758;15.416;8.498
40.15;38.85;1.162;0.664;0.258;0.159;2.916;1.613;0.606;0.373;0.825;0.427;0.149;0.088;81.431;44.858;15.082;8.673
40.15;38.95;1.074;0.6;0.231;0.153;2.67;1.462;0.554;0.359;0.763;0.39;0.138;0.086;70.032;37.871;13.525;8.483
40.15;39.05;1.047;0.576;0.218;0.149;2.593;1.386;0.514;0.344;0.726;0.367;0.131;0.085;67.437;35.737;12.72;8.29
40.15;39.15;0.881;0.479;0.19;0.13;2.198;1.165;0.447;0.306;0.617;0.321;0.122;0.081;57.281;30.28;11.493;7.711
40.15;39.25;0.767;0.423;0.174;0.12;1.891;1.028;0.415;0.287;0.553;0.301;0.119;0.08;49.936;27.441;11.038;7.473
40.15;39.35;0.773;0.452;0.192;0.129;1.93;1.111;0.449;0.303;0.575;0.322;0.128;0.083;50.893;29.363;11.912;7.833
40.15;39.45;1.105;0.664;0.258;0.16;2.829;1.639;0.604;0.371;0.792;0.441;0.155;0.093;70.843;42.1;15.494;9.022
40.15;39.55;1.254;0.752;0.33;0.181;3.187;1.838;0.768;0.417;0.912;0.501;0.188;0.099;112.101;66.017;19.637;9.783
40.15;39.65;0.969;0.588;0.242;0.159;2.48;1.447;0.571;0.37;0.718;0.399;0.147;0.091;63.763;37.145;14.601;8.97
40.15;39.75;0.751;0.431;0.179;0.123;1.868;1.046;0.418;0.289;0.558;0.303;0.118;0.079;49.298;27.588;11.103;7.528
40.15;39.85;0.882;0.416;0.14;0.097;2.131;0.973;0.319;0.221;0.602;0.291;0.104;0.07;57.344;27.448;9.179;6.232
40.15;39.95;0.551;0.29;0.113;0.081;1.341;0.682;0.258;0.184;0.401;0.222;0.089;0.062;35.614;19.72;7.855;5.536
40.15;40.05;0.418;0.233;0.1;0.072;1.017;0.552;0.225;0.161;0.326;0.188;0.081;0.057;27.686;15.948;6.972;5.024
40.15;40.15;0.457;0.236;0.091;0.064;1.099;0.556;0.211;0.147;0.304;0.174;0.076;0.054;26.613;15.019;6.382;4.537
40.15;40.25;0.44;0.226;0.084;0.057;1.061;0.533;0.193;0.13;0.282;0.162;0.07;0.05;24.658;13.957;5.922;4.179
40.15;40.35;0.425;0.216;0.078;0.053;1.022;0.507;0.178;0.118;0.264;0.153;0.066;0.046;23.242;13.06;5.581;3.934
40.15;40.45;0.415;0.209;0.073;0.048;0.994;0.489;0.167;0.11;0.251;0.146;0.062;0.044;22.201;12.39;5.323;3.754
40.15;40.55;0.409;0.205;0.07;0.045;0.978;0.478;0.16;0.104;0.24;0.139;0.059;0.041;21.459;11.889;5.034;3.52
40.15;40.65;0.408;0.204;0.067;0.043;0.976;0.475;0.155;0.099;0.233;0.133;0.057;0.04;20.997;11.517;4.781;3.331
40.15;40.75;0.413;0.206;0.066;0.042;0.988;0.48;0.153;0.094;0.228;0.129;0.054;0.038;20.847;11.296;4.594;3.177
40.15;40.85;0.421;0.21;0.065;0.04;1.009;0.49;0.151;0.091;0.226;0.126;0.053;0.036;20.956;11.191;4.437;3.041
40.15;40.95;0.43;0.213;0.063;0.039;1.029;0.496;0.147;0.087;0.225;0.123;0.05;0.034;21.195;11.121;4.275;2.905
40.15;41.05;0.421;0.205;0.059;0.036;1.003;0.476;0.137;0.081;0.224;0.12;0.047;0.032;20.999;10.812;4.06;2.757
40.15;41.15;0.34;0.173;0.054;0.033;0.824;0.407;0.122;0.076;0.213;0.114;0.044;0.03;18.753;9.895;3.777;2.555
40.15;41.25;0.339;0.163;0.048;0.031;0.824;0.381;0.11;0.069;0.228;0.114;0.041;0.028;20.189;9.853;3.468;2.357
40.15;41.35;0.473;0.191;0.044;0.029;1.162;0.442;0.101;0.064;0.293;0.124;0.039;0.027;28.014;11.356;3.244;2.187
40.15;41.45;0.725;0.248;0.042;0.027;1.757;0.571;0.094;0.059;0.427;0.144;0.035;0.023;42.838;14.469;2.932;1.974
40.15;41.55;0.654;0.225;0.04;0.025;1.59;0.518;0.089;0.056;0.41;0.132;0.032;0.021;41.333;13.082;2.715;1.801
40.15;41.65;0.382;0.161;0.037;0.024;0.92;0.37;0.084;0.054;0.248;0.1;0.028;0.019;23.308;9.368;2.41;1.617
40.15;41.75;0.281;0.13;0.036;0.023;0.665;0.297;0.081;0.053;0.192;0.086;0.027;0.018;16.957;7.69;2.307;1.556
40.15;41.85;0.242;0.116;0.035;0.023;0.571;0.263;0.079;0.052;0.168;0.079;0.026;0.018;14.514;6.886;2.264;1.542
40.25;35.95;0.26;0.12;0.033;0.02;0.597;0.267;0.075;0.045;0.124;0.054;0.016;0.01;11.825;5.199;1.562;1.021
40.25;36.05;0.265;0.123;0.035;0.021;0.607;0.273;0.077;0.047;0.124;0.055;0.016;0.01;11.862;5.23;1.603;1.053
40.25;36.15;0.265;0.123;0.035;0.021;0.607;0.273;0.078;0.048;0.124;0.055;0.016;0.011;11.777;5.193;1.615;1.068
40.25;36.25;0.262;0.122;0.034;0.021;0.6;0.27;0.077;0.047;0.122;0.054;0.016;0.011;11.593;5.111;1.607;1.069
40.25;36.35;0.256;0.118;0.033;0.02;0.586;0.261;0.075;0.046;0.119;0.054;0.017;0.011;11.287;4.997;1.598;1.071
40.25;36.45;0.242;0.112;0.031;0.02;0.555;0.246;0.07;0.044;0.115;0.053;0.017;0.011;10.73;4.825;1.593;1.08
40.25;36.55;0.217;0.102;0.029;0.019;0.49;0.222;0.065;0.042;0.11;0.052;0.018;0.012;9.825;4.566;1.586;1.094
40.25;36.65;0.196;0.092;0.028;0.018;0.44;0.201;0.061;0.04;0.108;0.053;0.019;0.013;9.265;4.439;1.609;1.125
40.25;36.75;0.183;0.085;0.027;0.018;0.41;0.186;0.059;0.039;0.11;0.056;0.021;0.014;9.199;4.562;1.736;1.235
40.25;36.85;0.172;0.081;0.028;0.019;0.386;0.175;0.06;0.041;0.12;0.065;0.026;0.018;9.72;5.118;2.071;1.489
40.25;36.95;0.165;0.078;0.028;0.02;0.368;0.169;0.06;0.043;0.126;0.069;0.028;0.02;10.102;5.432;2.228;1.608
40.25;37.05;0.16;0.077;0.029;0.021;0.357;0.166;0.062;0.045;0.133;0.074;0.03;0.021;10.541;5.741;2.391;1.735
40.25;37.15;0.159;0.077;0.03;0.022;0.354;0.168;0.066;0.048;0.14;0.079;0.032;0.023;11.027;6.1;2.598;1.899
40.25;37.25;0.16;0.079;0.032;0.024;0.357;0.173;0.07;0.052;0.148;0.083;0.035;0.025;11.549;6.469;2.779;2.009
40.25;37.35;0.164;0.083;0.035;0.026;0.368;0.182;0.076;0.055;0.155;0.088;0.038;0.027;12.139;6.877;2.941;2.121
40.25;37.45;0.17;0.088;0.038;0.028;0.384;0.195;0.081;0.059;0.163;0.094;0.04;0.028;12.798;7.339;3.13;2.256
40.25;37.55;0.18;0.095;0.041;0.03;0.408;0.21;0.088;0.064;0.173;0.1;0.042;0.03;13.563;7.788;3.352;2.422
40.25;37.65;0.192;0.103;0.044;0.032;0.437;0.229;0.097;0.072;0.184;0.108;0.046;0.032;14.525;8.363;3.678;2.666
40.25;37.75;0.208;0.113;0.049;0.036;0.476;0.253;0.108;0.079;0.197;0.115;0.05;0.035;15.491;9;3.961;2.847
40.25;37.85;0.228;0.126;0.055;0.04;0.526;0.284;0.12;0.088;0.211;0.123;0.054;0.038;16.624;9.715;4.245;3.052
40.25;37.95;0.256;0.143;0.061;0.045;0.592;0.32;0.138;0.101;0.226;0.133;0.058;0.041;18.023;10.536;4.597;3.322
40.25;38.05;0.295;0.164;0.072;0.053;0.684;0.372;0.159;0.116;0.247;0.145;0.062;0.044;19.969;11.528;5.121;3.735
40.25;38.15;0.35;0.196;0.084;0.062;0.826;0.448;0.193;0.143;0.275;0.159;0.069;0.049;22.59;12.931;5.694;4.122
40.25;38.25;0.449;0.248;0.107;0.078;1.078;0.577;0.242;0.179;0.314;0.178;0.077;0.055;26.826;15.12;6.586;4.83
40.25;38.35;0.543;0.304;0.131;0.097;1.324;0.715;0.302;0.222;0.366;0.206;0.086;0.061;32.019;17.858;7.716;5.585
40.25;38.45;0.674;0.375;0.156;0.113;1.686;0.895;0.361;0.263;0.459;0.247;0.098;0.067;41.732;22.516;8.88;6.209
40.25;38.55;0.965;0.502;0.188;0.131;2.413;1.212;0.437;0.304;0.645;0.319;0.112;0.074;60.333;30.674;10.67;6.999
40.25;38.65;1.072;0.6;0.225;0.148;2.7;1.468;0.532;0.341;0.731;0.379;0.131;0.08;67.999;36.713;12.854;7.807
40.25;38.75;1.149;0.655;0.258;0.159;2.89;1.601;0.607;0.372;0.814;0.421;0.15;0.087;83.939;46.178;15.074;8.517
40.25;38.85;1.112;0.642;0.255;0.165;2.803;1.584;0.603;0.391;0.794;0.417;0.148;0.09;72.482;40.56;14.884;8.945
40.25;38.95;1.084;0.609;0.243;0.165;2.702;1.493;0.58;0.394;0.767;0.395;0.144;0.091;70.303;38.376;14.192;9.033
40.25;39.05;1.077;0.595;0.231;0.16;2.672;1.443;0.556;0.379;0.751;0.382;0.139;0.09;69.366;37.225;13.52;8.874
40.25;39.15;0.97;0.532;0.213;0.149;2.407;1.283;0.499;0.346;0.677;0.347;0.131;0.087;62.776;33.114;12.515;8.44
40.25;39.25;0.838;0.462;0.194;0.136;2.084;1.129;0.454;0.316;0.602;0.322;0.127;0.084;54.985;29.794;11.816;7.992
40.25;39.35;0.832;0.489;0.209;0.142;2.102;1.201;0.487;0.329;0.621;0.346;0.136;0.087;55.458;31.667;12.781;8.295
40.25;39.45;1.094;0.651;0.283;0.169;2.779;1.592;0.649;0.396;0.785;0.435;0.164;0.096;81.073;47.752;16.571;9.437
40.25;39.55;1.137;0.678;0.309;0.179;2.887;1.658;0.716;0.413;0.813;0.449;0.176;0.098;95.365;57.022;18.204;9.741
40.25;39.65;0.897;0.54;0.226;0.154;2.284;1.316;0.533;0.354;0.667;0.366;0.14;0.089;59.411;33.947;13.573;8.702
40.25;39.75;0.74;0.42;0.171;0.119;1.833;1.011;0.403;0.278;0.536;0.293;0.115;0.078;47.849;26.763;10.78;7.384
40.25;39.85;0.834;0.394;0.133;0.094;2.004;0.918;0.307;0.215;0.56;0.276;0.101;0.068;53.447;25.93;8.88;6.088
40.25;39.95;0.483;0.264;0.109;0.079;1.184;0.623;0.248;0.179;0.369;0.21;0.087;0.061;32.027;18.166;7.66;5.456
40.25;40.05;0.404;0.225;0.097;0.071;0.98;0.531;0.221;0.159;0.315;0.183;0.08;0.057;26.616;15.443;6.826;4.958
40.25;40.15;0.468;0.24;0.092;0.064;1.123;0.563;0.212;0.148;0.3;0.172;0.075;0.053;26.558;14.919;6.354;4.532
40.25;40.25;0.457;0.234;0.085;0.058;1.103;0.553;0.198;0.132;0.281;0.162;0.07;0.05;24.932;14.019;5.942;4.194
40.25;40.35;0.443;0.225;0.079;0.053;1.068;0.53;0.183;0.12;0.265;0.153;0.066;0.046;23.61;13.194;5.616;3.949
40.25;40.45;0.433;0.218;0.075;0.049;1.04;0.513;0.172;0.111;0.252;0.146;0.062;0.044;22.618;12.562;5.366;3.773
40.25;40.55;0.426;0.214;0.072;0.046;1.023;0.502;0.165;0.105;0.242;0.14;0.059;0.042;21.914;12.08;5.108;3.553
40.25;40.65;0.424;0.212;0.069;0.044;1.016;0.497;0.16;0.1;0.235;0.134;0.057;0.04;21.443;11.705;4.849;3.364
40.25;40.75;0.424;0.212;0.067;0.042;1.017;0.496;0.156;0.096;0.23;0.13;0.055;0.038;21.198;11.453;4.654;3.21
40.25;40.85;0.428;0.214;0.066;0.041;1.027;0.501;0.154;0.092;0.227;0.126;0.053;0.037;21.178;11.301;4.487;3.071
40.25;40.95;0.433;0.216;0.064;0.039;1.039;0.504;0.15;0.088;0.226;0.124;0.05;0.035;21.319;11.204;4.322;2.935
40.25;41.05;0.432;0.212;0.061;0.037;1.032;0.494;0.142;0.083;0.226;0.121;0.047;0.032;21.409;11.024;4.122;2.79
40.25;41.15;0.403;0.194;0.056;0.034;0.958;0.451;0.127;0.077;0.226;0.118;0.045;0.031;20.907;10.557;3.866;2.612
40.25;41.25;0.359;0.173;0.05;0.031;0.874;0.406;0.113;0.071;0.235;0.116;0.042;0.029;21.063;10.226;3.534;2.392
40.25;41.35;0.524;0.206;0.046;0.029;1.283;0.476;0.104;0.065;0.318;0.129;0.039;0.027;30.772;12.036;3.27;2.198
40.25;41.45;0.77;0.266;0.043;0.027;1.86;0.608;0.096;0.06;0.455;0.15;0.035;0.023;45.457;15.334;2.961;1.992
40.25;41.55;0.613;0.222;0.04;0.025;1.499;0.513;0.09;0.057;0.387;0.127;0.03;0.02;38.837;12.701;2.622;1.761
40.25;41.65;0.359;0.159;0.038;0.024;0.869;0.365;0.086;0.055;0.238;0.1;0.029;0.019;22.079;9.269;2.484;1.667
40.25;41.75;0.275;0.13;0.037;0.024;0.653;0.298;0.083;0.054;0.189;0.087;0.028;0.019;16.601;7.717;2.384;1.611
40.25;41.85;0.244;0.118;0.036;0.023;0.576;0.268;0.081;0.054;0.168;0.081;0.027;0.018;14.514;6.982;2.336;1.593
40.25;41.95;0.237;0.113;0.036;0.024;0.555;0.256;0.081;0.054;0.159;0.077;0.027;0.018;13.594;6.626;2.314;1.591
40.35;36.05;0.273;0.127;0.036;0.022;0.625;0.284;0.08;0.05;0.127;0.055;0.016;0.011;12.134;5.325;1.631;1.069
40.35;36.15;0.275;0.129;0.037;0.022;0.629;0.286;0.082;0.051;0.127;0.056;0.017;0.011;12.164;5.34;1.655;1.092
40.35;36.25;0.273;0.128;0.037;0.022;0.626;0.285;0.081;0.051;0.126;0.056;0.017;0.011;12.067;5.308;1.665;1.105
40.35;36.35;0.268;0.125;0.036;0.022;0.615;0.278;0.08;0.05;0.124;0.055;0.017;0.011;11.826;5.232;1.674;1.12
40.35;36.45;0.257;0.12;0.034;0.021;0.589;0.264;0.076;0.047;0.12;0.055;0.018;0.012;11.342;5.072;1.665;1.127
40.35;36.55;0.234;0.11;0.032;0.02;0.534;0.241;0.071;0.045;0.115;0.054;0.018;0.012;10.497;4.816;1.654;1.137
40.35;36.65;0.211;0.099;0.029;0.019;0.477;0.217;0.065;0.042;0.111;0.054;0.019;0.013;9.767;4.625;1.663;1.162
40.35;36.75;0.193;0.09;0.028;0.019;0.434;0.198;0.062;0.041;0.112;0.057;0.021;0.015;9.457;4.652;1.771;1.264
40.35;36.85;0.18;0.084;0.028;0.019;0.404;0.184;0.061;0.041;0.118;0.062;0.024;0.017;9.638;4.954;1.984;1.43
40.35;36.95;0.17;0.08;0.029;0.02;0.381;0.174;0.061;0.043;0.125;0.068;0.028;0.02;10.065;5.384;2.209;1.598
40.35;37.05;0.164;0.078;0.029;0.021;0.365;0.17;0.063;0.045;0.131;0.073;0.03;0.021;10.455;5.673;2.366;1.723
40.35;37.15;0.161;0.078;0.03;0.022;0.359;0.17;0.066;0.048;0.139;0.078;0.032;0.023;10.965;6.051;2.578;1.891
40.35;37.25;0.161;0.08;0.032;0.023;0.36;0.174;0.07;0.051;0.147;0.083;0.035;0.025;11.475;6.415;2.764;2.004
40.35;37.35;0.164;0.083;0.034;0.025;0.368;0.181;0.075;0.055;0.154;0.088;0.038;0.027;12.04;6.808;2.923;2.114
40.35;37.45;0.17;0.087;0.037;0.027;0.383;0.193;0.08;0.059;0.162;0.093;0.04;0.028;12.677;7.259;3.109;2.248
40.35;37.55;0.178;0.093;0.04;0.029;0.404;0.207;0.087;0.063;0.171;0.1;0.042;0.03;13.41;7.709;3.329;2.415
40.35;37.65;0.19;0.102;0.044;0.032;0.431;0.225;0.096;0.071;0.182;0.107;0.046;0.032;14.338;8.274;3.651;2.66
40.35;37.75;0.205;0.111;0.048;0.036;0.468;0.247;0.107;0.078;0.195;0.114;0.05;0.035;15.282;8.883;3.933;2.837
40.35;37.85;0.225;0.123;0.054;0.04;0.517;0.277;0.118;0.086;0.208;0.122;0.054;0.038;16.376;9.57;4.205;3.034
40.35;37.95;0.253;0.14;0.06;0.044;0.583;0.314;0.135;0.099;0.223;0.131;0.057;0.041;17.732;10.394;4.545;3.294
40.35;38.05;0.291;0.161;0.07;0.051;0.675;0.366;0.156;0.114;0.243;0.143;0.062;0.044;19.595;11.344;5.041;3.688
40.35;38.15;0.347;0.193;0.083;0.061;0.817;0.442;0.189;0.14;0.27;0.157;0.068;0.049;22.184;12.711;5.629;4.085
40.35;38.25;0.445;0.245;0.106;0.077;1.069;0.57;0.238;0.175;0.309;0.176;0.077;0.055;26.336;14.882;6.495;4.769
40.35;38.35;0.54;0.302;0.128;0.095;1.316;0.708;0.297;0.219;0.359;0.203;0.085;0.06;31.471;17.561;7.627;5.533
40.35;38.45;0.66;0.367;0.153;0.111;1.651;0.877;0.352;0.257;0.444;0.241;0.097;0.066;40.341;21.896;8.714;6.124
40.35;38.55;0.92;0.481;0.182;0.127;2.307;1.164;0.426;0.299;0.61;0.307;0.111;0.073;57.176;29.312;10.443;6.866
40.35;38.65;1.098;0.615;0.225;0.148;2.775;1.511;0.531;0.339;0.737;0.384;0.13;0.08;68.634;37.577;12.73;7.691
40.35;38.75;1.131;0.644;0.257;0.161;2.849;1.58;0.605;0.378;0.785;0.411;0.148;0.087;79.131;44.402;14.917;8.565
40.35;38.85;1.075;0.615;0.25;0.167;2.694;1.52;0.596;0.399;0.771;0.401;0.147;0.091;70.429;38.738;14.654;9.055
40.35;38.95;1.094;0.615;0.248;0.17;2.731;1.511;0.593;0.407;0.78;0.401;0.147;0.093;71.34;38.901;14.58;9.357
40.35;39.05;1.105;0.612;0.241;0.167;2.751;1.494;0.576;0.401;0.783;0.399;0.145;0.094;71.858;38.741;14.201;9.292
40.35;39.15;1.02;0.566;0.227;0.16;2.541;1.367;0.543;0.382;0.72;0.37;0.14;0.092;66.352;35.466;13.432;9.045
40.35;39.25;0.94;0.522;0.218;0.154;2.338;1.267;0.514;0.361;0.672;0.354;0.138;0.091;61.582;33.188;13.036;8.8
40.35;39.35;0.908;0.537;0.227;0.156;2.296;1.313;0.544;0.367;0.672;0.373;0.146;0.093;60.063;34.351;13.97;8.976
40.35;39.45;1.108;0.656;0.291;0.175;2.814;1.598;0.671;0.407;0.798;0.439;0.169;0.098;89.721;52.765;17.118;9.674
40.35;39.55;1.072;0.635;0.282;0.172;2.723;1.546;0.647;0.403;0.771;0.423;0.163;0.097;81.047;47.351;16.439;9.551
40.35;39.65;0.839;0.491;0.21;0.146;2.115;1.199;0.485;0.331;0.623;0.339;0.131;0.086;55.752;31.216;12.535;8.316
40.35;39.75;0.669;0.381;0.158;0.112;1.666;0.913;0.368;0.257;0.498;0.276;0.111;0.076;44.243;24.831;10.257;6.993
40.35;39.85;0.731;0.348;0.126;0.09;1.755;0.82;0.293;0.208;0.498;0.255;0.098;0.067;47.035;23.353;8.558;5.947
40.35;39.95;0.454;0.249;0.107;0.078;1.113;0.591;0.241;0.175;0.353;0.204;0.086;0.061;30.497;17.389;7.53;5.401
40.35;40.05;0.401;0.222;0.096;0.071;0.971;0.524;0.22;0.159;0.309;0.18;0.079;0.056;26.12;15.194;6.756;4.931
40.35;40.15;0.489;0.248;0.094;0.065;1.168;0.582;0.215;0.15;0.3;0.172;0.075;0.054;26.929;14.99;6.385;4.565
40.35;40.25;0.478;0.245;0.088;0.059;1.152;0.577;0.205;0.136;0.283;0.162;0.071;0.05;25.473;14.215;6;4.232
40.35;40.35;0.462;0.235;0.081;0.054;1.115;0.557;0.189;0.122;0.266;0.154;0.066;0.046;24.089;13.398;5.67;3.976
40.35;40.45;0.452;0.229;0.077;0.05;1.091;0.541;0.178;0.113;0.254;0.147;0.063;0.044;23.147;12.788;5.422;3.797
40.35;40.55;0.445;0.224;0.074;0.047;1.072;0.529;0.17;0.107;0.245;0.141;0.06;0.042;22.461;12.314;5.198;3.594
40.35;40.65;0.439;0.221;0.071;0.044;1.057;0.519;0.165;0.102;0.237;0.135;0.057;0.04;21.936;11.924;4.933;3.405
40.35;40.75;0.436;0.219;0.069;0.043;1.047;0.514;0.16;0.098;0.232;0.131;0.055;0.039;21.575;11.629;4.723;3.248
40.35;40.85;0.435;0.218;0.067;0.041;1.045;0.512;0.157;0.094;0.228;0.127;0.053;0.037;21.407;11.419;4.542;3.105
40.35;40.95;0.436;0.218;0.066;0.04;1.047;0.511;0.153;0.089;0.227;0.124;0.051;0.035;21.427;11.281;4.368;2.967
40.35;41.05;0.436;0.216;0.063;0.038;1.045;0.505;0.146;0.085;0.228;0.122;0.048;0.033;21.611;11.159;4.175;2.823
40.35;41.15;0.42;0.205;0.057;0.035;1.002;0.474;0.132;0.079;0.231;0.12;0.045;0.031;21.61;10.86;3.928;2.658
40.35;41.25;0.372;0.18;0.051;0.032;0.906;0.423;0.117;0.073;0.241;0.118;0.042;0.029;21.668;10.494;3.599;2.429
40.35;41.35;0.552;0.214;0.047;0.03;1.349;0.5;0.107;0.067;0.332;0.132;0.04;0.027;32.323;12.496;3.309;2.221
40.35;41.45;0.792;0.277;0.044;0.028;1.917;0.632;0.099;0.062;0.472;0.154;0.036;0.024;47.006;15.891;3.003;2.02
40.35;41.55;0.606;0.225;0.041;0.026;1.483;0.521;0.092;0.058;0.385;0.13;0.031;0.021;38.432;12.935;2.696;1.812
40.35;41.65;0.36;0.161;0.039;0.025;0.872;0.372;0.088;0.056;0.24;0.102;0.03;0.02;22.171;9.446;2.564;1.722
40.35;41.75;0.279;0.133;0.038;0.024;0.662;0.304;0.085;0.055;0.192;0.089;0.029;0.019;16.783;7.871;2.472;1.673
40.35;41.85;0.249;0.12;0.037;0.024;0.587;0.274;0.083;0.055;0.17;0.082;0.028;0.019;14.688;7.13;2.414;1.649
